ip,domains,product,last_seen,first_seen
45.79.207.53,['li1306-53.members.linode.com'],Metasploit,2026-01-28,6/8/2025
83.243.64.180,[],Metasploit,2026-01-28,6/8/2025
88.99.213.30,['static.30.213.99.88.clients.your-server.de'],Metasploit,2026-01-28,6/8/2025
109.228.59.27,[],Metasploit,2026-01-28,6/8/2025
208.85.17.127,['208.85.17.127.vultrusercontent.com'],Metasploit,2026-01-28,6/8/2025
88.119.167.205,['25558-42453.bacloud.info'],Metasploit,2025-09-12,6/8/2025
109.172.90.162,['v2778847.hosted-by-vdsina.ru'],Metasploit,2026-01-06,6/8/2025
176.96.227.21,[],Metasploit,2025-07-31,6/8/2025
138.197.18.115,['49thsecuritydivision.com'],Metasploit,2026-01-28,6/8/2025
62.84.102.124,['v338803.hosted-by-vdsina.com'],Metasploit,2026-01-28,6/8/2025
108.181.157.69,[],Metasploit,2026-01-10,6/8/2025
20.51.209.18,[],Metasploit,2025-07-20,6/8/2025
109.123.242.116,['vmi1280316.contaboserver.net'],Metasploit,2026-01-10,6/8/2025
217.114.222.10,['h-217.114.222.10.keyweb.de'],Metasploit,2026-01-28,6/8/2025
193.32.162.64,[],Metasploit,2026-01-28,6/8/2025
45.8.148.165,['vmi2190619.contaboserver.net'],Metasploit,2025-12-14,6/8/2025
145.249.109.9,['50890.ip-ptr.tech'],Metasploit,2025-08-15,6/8/2025
103.73.125.79,[],Metasploit,2025-07-13,6/8/2025
162.243.22.15,[],Metasploit,2026-01-28,6/8/2025
45.79.198.18,['mail.conmection.com'],Metasploit,2026-01-28,6/8/2025
79.143.87.222,['lightbox.premism.org.87.143.79.in-addr.arpa'],Metasploit,2026-01-28,6/8/2025
63.210.148.42,['63.210.148.42.vultrusercontent.com'],Metasploit,2025-12-19,6/8/2025
195.128.100.180,['v220210782177158912.hotsrv.de'],Metasploit,2025-09-19,6/8/2025
154.38.164.239,['vmi2228478.contaboserver.net'],Metasploit,2025-06-24,6/8/2025
43.134.17.236,[],Metasploit,2025-09-09,6/8/2025
89.111.133.213,[],Metasploit,2026-01-28,6/8/2025
188.212.124.111,['ip-188-212-124-111-79100.vps.hosted-by-mvps.net'],Metasploit,2025-07-04,6/8/2025
45.63.99.50,['45.63.99.50.vultrusercontent.com'],Metasploit,2025-08-23,6/8/2025
200.86.136.112,['pc-112-136-86-200.cm.vtr.net'],XtremeRAT Trojan,2025-08-15,6/5/2025
148.135.93.241,[],Panda C2,2025-07-31,6/8/2025
47.108.211.152,[],Panda C2,2026-01-28,6/8/2025
39.108.176.121,[],Cobalt Strike,2025-06-20,6/8/2025
43.134.67.236,[],Sliver,2026-01-28,6/8/2025
183.63.173.29,[],Cobalt Strike,2025-10-16,6/8/2025
122.152.244.171,[],Cobalt Strike,2025-07-01,6/8/2025
8.156.64.248,[],Cobalt Strike,2025-06-28,6/8/2025
38.34.216.136,[],Hak5 Cloud C2,2025-07-11,6/8/2025
8.130.132.210,[],Cobalt Strike,2025-08-17,6/8/2025
1.14.123.213,[],Cobalt Strike,2025-11-24,6/8/2025
38.249.111.243,[],Mythic,2025-06-19,6/8/2025
107.175.75.19,['107-175-75-19-host.colocrossing.com'],Cobalt Strike,2025-07-03,6/8/2025
34.205.200.160,['ec2-34-205-200-160.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
52.20.46.180,['ec2-52-20-46-180.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-06-22,6/8/2025
3.132.103.12,['ec2-3-132-103-12.us-east-2.compute.amazonaws.com'],Hak5 Cloud C2,5/20/2025,5/20/2025
107.20.73.185,['ec2-107-20-73-185.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-08-28,6/8/2025
47.242.51.181,[],Ares RAT C2,2026-01-28,6/8/2025
23.94.25.28,['23-94-25-28-host.colocrossing.com'],Hak5 Cloud C2,2025-09-12,6/8/2025
42.186.17.183,[],Cobalt Strike,2025-07-09,6/8/2025
34.47.192.241,['241.192.47.34.bc.googleusercontent.com'],Panda C2,2025-08-20,6/8/2025
161.35.3.214,[],Havoc,2025-07-13,6/8/2025
156.238.240.36,[],Panda C2,2025-10-20,6/8/2025
20.169.41.5,[],Cobalt Strike,2025-07-15,6/8/2025
101.43.94.35,[],Cobalt Strike,2025-10-14,6/8/2025
159.223.205.104,[],Sliver,2025-06-26,6/8/2025
62.146.176.213,['vmi2545567.contaboserver.net'],Sliver,2026-01-28,6/8/2025
35.212.172.98,['98.172.212.35.bc.googleusercontent.com'],Sliver,2026-01-28,6/8/2025
159.203.148.17,[],Sliver,2026-01-28,6/8/2025
37.252.19.120,[],Sliver,2025-07-09,6/8/2025
94.159.113.15,[],Sliver,2025-07-01,6/8/2025
193.142.147.51,[],Sliver,2025-07-02,6/8/2025
208.85.18.159,['208.85.18.159.vultrusercontent.com'],Sliver,2025-06-19,6/8/2025
195.2.71.152,['v2513648.hosted-by-vdsina.ru'],Sliver,2025-06-22,6/8/2025
154.31.217.203,[],Sliver,2026-01-28,6/8/2025
43.163.196.208,[],Sliver,2025-10-11,6/8/2025
162.120.71.38,[],Sliver,2025-06-17,6/8/2025
150.136.135.145,[],Sliver,2026-01-28,6/8/2025
174.138.79.59,[],Sliver,2025-07-05,6/8/2025
36.212.254.213,[],Sliver,2026-01-28,6/8/2025
141.95.172.125,['ns3214419.ip-141-95-172.eu'],Sliver,2025-07-20,6/8/2025
185.14.31.2,['vds1419511.hosted-by-itldc.com'],Sliver,2025-07-02,6/8/2025
8.220.195.197,[],Sliver,2026-01-28,6/8/2025
138.197.61.237,[],Sliver,2025-10-01,6/8/2025
8.216.80.229,['ntxmon.com'],Sliver,2026-01-28,6/8/2025
140.99.164.226,[],Sliver,2025-06-17,6/8/2025
190.14.37.132,['ping04.enterkirt.ws'],Sliver,2025-06-17,6/8/2025
23.227.199.96,['23-227-199-96.static.hvvc.us'],Sliver,2025-08-19,6/8/2025
167.99.51.2,[],Sliver,2025-06-19,6/8/2025
18.199.164.169,['ec2-18-199-164-169.eu-central-1.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
212.46.38.224,['0puy90q6qu.avellanus.com'],Havoc,2025-10-15,6/8/2025
141.164.41.136,['141.164.41.136.vultrusercontent.com'],Mythic,2025-06-19,6/8/2025
54.186.68.42,"['ec2-54-186-68-42.us-west-2.compute.amazonaws.com', 'c2.trustnetinc.com']",Hak5 Cloud C2,2025-06-17,6/8/2025
23.26.201.169,['23-26-201-169.ips.acedatacenter.com'],Covenant,2025-06-17,6/8/2025
173.255.232.239,['173-255-232-239.ip.linodeusercontent.com'],Mythic,2025-06-29,6/8/2025
18.60.222.245,['ec2-18-60-222-245.ap-south-2.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
116.181.1.54,[],Mythic,2025-08-08,6/8/2025
172.86.66.7,['7.66.86.172.static.cloudzy.com'],Mythic,2025-06-25,6/8/2025
102.117.163.134,[],Mythic,2025-06-17,6/8/2025
155.138.132.158,['155.138.132.158.vultrusercontent.com'],Mythic,2025-06-17,6/8/2025
85.215.221.231,[],Covenant,2025-12-19,6/8/2025
5.34.182.45,['ds1446712.hosted-by-itldc.com'],Mythic,2025-07-02,6/8/2025
20.55.64.14,[],Mythic,2025-12-19,6/8/2025
176.65.144.221,[],Mythic,2025-06-17,6/8/2025
20.51.254.237,[],Mythic,2025-07-25,6/8/2025
103.143.230.17,"['www.topgatewaytours.com', 'topgatewaytours.com']",Panda C2,2026-01-28,6/8/2025
54.153.111.162,['ec2-54-153-111-162.us-west-1.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
155.248.216.246,[],ShadowPad,2026-01-28,6/8/2025
124.221.66.34,[],Cobalt Strike,2025-06-19,6/8/2025
150.109.154.39,"['panda3dp.com', 'www.panda3dp.com']",Panda C2,2026-01-28,6/8/2025
111.229.202.115,[],Havoc,2025-08-03,6/8/2025
43.154.232.190,[],Quasar RAT,2025-11-21,6/8/2025
40.172.121.50,['ec2-40-172-121-50.me-central-1.compute.amazonaws.com'],Metasploit,5/27/2025,5/27/2025
121.169.59.210,[],Quasar RAT,2026-01-28,6/8/2025
209.145.59.89,['vmi1502970.contaboserver.net'],Quasar RAT,2026-01-28,6/8/2025
112.124.63.184,[],Cobalt Strike,2025-08-19,6/8/2025
104.42.27.32,['healthnet.publicvm.com'],Cobalt Strike,2026-01-28,6/8/2025
39.106.8.249,"['www.pandacoltd.com', 'pandacoltd.com']",Panda C2,2026-01-28,6/8/2025
110.42.232.120,[],Cobalt Strike,2026-01-28,6/8/2025
193.122.74.238,[],Cobalt Strike,2025-07-13,6/8/2025
173.199.122.196,"['nav.qinight.com', '173.199.122.196.vultrusercontent.com']",Panda C2,2026-01-28,6/8/2025
50.78.185.152,['50-78-185-152-static.hfc.comcastbusiness.net'],Cobalt Strike,2025-08-15,6/8/2025
47.76.200.192,[],Panda C2,2025-09-21,6/8/2025
8.153.97.202,[],Cobalt Strike,2026-01-28,5/23/2025
43.139.207.11,[],Cobalt Strike,2025-09-05,6/8/2025
161.35.239.147,['h1.redethics.es'],Havoc,2026-01-28,6/8/2025
101.133.229.117,[],Cobalt Strike,2025-10-27,6/8/2025
213.109.147.20,[],Havoc,5/27/2025,5/27/2025
107.148.47.56,['badgeshine.com'],Panda C2,2026-01-28,6/8/2025
95.66.124.61,"['kw.zain.com', 'www.zos.kw.zain.com', 'estore.kw.zain.com']",Panda C2,2026-01-28,6/8/2025
47.116.114.93,"['www.en.jsrob.cn', 'en.jsrob.cn']",Panda C2,2025-12-18,6/8/2025
18.195.227.45,"['fun.marian-schneider.de', 'ec2-18-195-227-45.eu-central-1.compute.amazonaws.com']",Hak5 Cloud C2,2026-01-28,6/8/2025
13.75.157.54,['c2.joabolding.com'],Hak5 Cloud C2,2025-10-26,6/8/2025
173.199.118.188,"['a.skkylight.com', '173.199.118.188.vultrusercontent.com']",Hak5 Cloud C2,2025-11-05,6/8/2025
166.108.200.194,['ecs-166-108-200-194.compute.hwclouds-dns.com'],Sliver,2026-01-28,6/8/2025
8.138.46.58,[],Cobalt Strike,2025-06-17,6/8/2025
81.71.246.202,[],Cobalt Strike,2025-06-13,6/8/2025
103.214.172.10,['chatgpt-cdn.com'],Cobalt Strike,2025-07-17,6/8/2025
202.95.14.161,[],DcRat,2025-07-28,6/8/2025
31.130.148.231,[],Havoc,2025-06-26,6/8/2025
43.133.5.241,['lynb.online'],Panda C2,2025-11-24,6/8/2025
139.144.31.16,['139-144-31-16.ip.linodeusercontent.com'],Hak5 Cloud C2,2025-11-20,6/8/2025
45.144.137.18,['crz.me'],Panda C2,2025-12-04,6/8/2025
52.221.94.208,"['ec2-52-221-94-208.ap-southeast-1.compute.amazonaws.com', 'heminzenith.com', 'www.heminzenith.com']",Panda C2,2026-01-28,6/8/2025
43.157.209.12,['freelits.com'],Panda C2,2025-08-08,6/8/2025
159.203.2.140,[],Cobalt Strike,2025-10-17,6/8/2025
193.188.23.150,[],Cobalt Strike,2025-06-17,6/8/2025
20.199.40.114,['uwinsurance.com'],Cobalt Strike,2025-11-12,6/8/2025
8.218.179.139,['gx.taoyoug.cn'],Panda C2,2025-12-27,6/8/2025
85.215.173.244,['ip85.215.173.244.pbiaas.com'],Havoc,2025-06-21,6/8/2025
148.81.138.15,['fix1.nask.waw.pl'],Hak5 Cloud C2,2025-08-12,6/8/2025
150.158.108.220,[],Cobalt Strike,2025-06-26,6/8/2025
101.126.144.111,[],Cobalt Strike,2025-08-27,5/25/2025
3.35.219.188,['ec2-3-35-219-188.ap-northeast-2.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
156.245.27.207,[],Panda C2,2025-09-11,6/8/2025
13.246.201.197,['ec2-13-246-201-197.af-south-1.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
47.120.13.85,[],Cobalt Strike,2025-09-26,6/8/2025
104.234.25.18,['vpn.ableit.solutions'],Hak5 Cloud C2,2026-01-28,6/8/2025
47.103.147.200,[],Cobalt Strike,2025-07-13,6/8/2025
154.222.24.62,[],Metasploit,2025-06-19,6/8/2025
106.38.201.218,[],Cobalt Strike,2025-06-17,6/8/2025
3.29.21.217,['ec2-3-29-21-217.me-central-1.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
120.244.90.59,[],Cobalt Strike C2,2025-06-17,6/8/2025
39.98.48.153,[],Cobalt Strike,2026-01-28,6/8/2025
124.222.161.70,[],Cobalt Strike,2025-06-22,6/8/2025
185.208.159.224,[],Cobalt Strike,2025-07-12,6/8/2025
217.76.49.39,['vmi1180126.contaboserver.net'],Metasploit,2025-06-24,6/8/2025
47.121.191.57,[],Panda C2,2026-01-28,6/8/2025
8.130.24.191,[],Cobalt Strike,2025-06-25,6/8/2025
47.121.126.138,[],Panda C2,2025-09-28,6/8/2025
8.137.98.105,[],Panda C2,2026-01-28,6/8/2025
185.158.94.217,[],Mythic,2025-08-19,6/8/2025
121.199.165.107,[],Panda C2,2026-01-28,6/8/2025
117.72.74.85,[],Cobalt Strike,2025-06-24,6/8/2025
118.178.135.73,[],Panda C2,2026-01-28,6/8/2025
124.221.219.47,[],Panda C2,2026-01-28,6/8/2025
118.195.189.82,[],Cobalt Strike,2025-08-22,6/8/2025
82.156.190.69,[],Cobalt Strike,2025-08-23,6/8/2025
165.22.184.26,[],Metasploit,2025-12-19,6/8/2025
15.237.26.114,['ec2-15-237-26-114.eu-west-3.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
47.105.227.72,"['unipower.online', 'www.unipower.online']",Panda C2,2026-01-28,6/8/2025
114.132.48.161,[],Panda C2,2025-11-21,6/8/2025
101.43.2.116,[],Cobalt Strike,2026-01-20,6/8/2025
31.207.45.151,['finder.mahajeevan.com'],Metasploit,2025-08-05,6/8/2025
104.219.232.178,['ip-104-219-232-178.host.datawagon.net'],Metasploit,2026-01-28,6/8/2025
77.92.95.143,['mail.beachcafe.com'],Metasploit,2026-01-28,6/8/2025
129.204.161.142,[],Panda C2,2026-01-28,6/8/2025
120.136.24.164,['sniper.cambounisoll.com'],Metasploit,2026-01-28,6/8/2025
92.222.241.75,['ip75.ip-92-222-241.eu'],Metasploit,2025-08-19,6/8/2025
64.255.203.222,['64-255-203-222.csquare.com'],Metasploit,2026-01-28,6/8/2025
154.49.3.5,[],Metasploit,2025-12-02,6/8/2025
66.85.173.48,[],Metasploit,2026-01-28,6/8/2025
85.239.54.208,[],Metasploit,2025-06-18,6/8/2025
198.44.248.131,[],Metasploit,2025-06-19,6/8/2025
67.207.69.36,[],Metasploit,2025-12-25,6/8/2025
210.255.57.172,[],Metasploit,2025-12-01,6/8/2025
213.252.246.56,['digitalpak.live'],Metasploit,2026-01-28,6/8/2025
154.222.24.162,[],Metasploit,2025-06-17,6/8/2025
192.52.166.48,['offence-low.mostelland.com'],Metasploit,2026-01-28,6/8/2025
212.92.23.152,['mail.cybermagic.hu'],Metasploit,2026-01-14,6/8/2025
120.237.147.54,[],Metasploit,2026-01-28,6/8/2025
103.53.171.25,[],Metasploit,2026-01-28,6/8/2025
156.244.7.169,[],Metasploit,2025-07-31,6/8/2025
186.17.213.66,['pool-66-213-17-186.telecel.com.py'],Metasploit,2026-01-28,6/8/2025
47.94.225.128,[],Metasploit,2025-10-07,6/8/2025
154.197.69.11,[],njRAT Trojan,2025-08-11,6/8/2025
87.249.53.167,['764017-goodsmile.tmweb.ru'],Metasploit,2025-07-28,6/8/2025
122.10.20.211,[],Metasploit,2025-06-19,6/8/2025
209.10.188.204,[],Metasploit,2026-01-28,6/8/2025
43.240.223.126,[],Metasploit,2026-01-28,6/8/2025
122.114.169.63,[],Cobalt Strike,2025-08-12,6/8/2025
185.208.159.120,[],DcRat,2025-06-17,6/8/2025
18.61.127.62,['ec2-18-61-127-62.ap-south-2.compute.amazonaws.com'],Metasploit,2025-06-17,6/8/2025
51.17.64.106,['ec2-51-17-64-106.il-central-1.compute.amazonaws.com'],Metasploit,2025-06-20,6/8/2025
120.27.154.229,[],Cobalt Strike,2025-06-17,6/8/2025
172.96.165.138,[],XtremeRAT Trojan,5/20/2025,5/20/2025
45.81.23.27,[],AsyncRAT,2026-01-28,6/8/2025
111.231.144.159,[],Cobalt Strike,2025-09-08,6/8/2025
1.15.34.67,[],Cobalt Strike,2025-10-14,6/8/2025
47.99.124.12,[],Metasploit,2026-01-28,6/8/2025
47.120.45.216,[],Cobalt Strike,2025-12-02,6/8/2025
119.91.211.151,['dh.wenanwu.cn'],Panda C2,2025-10-30,6/8/2025
47.101.179.208,[],Panda C2,2026-01-28,6/8/2025
120.46.192.50,['ecs-120-46-192-50.compute.hwclouds-dns.com'],Cobalt Strike,2025-06-29,6/8/2025
47.237.6.245,"['leoprivatetours.com', 'www.leoprivatetours.com']",Panda C2,2026-01-28,6/8/2025
105.156.224.14,[],Quasar RAT,2025-06-17,6/8/2025
47.88.30.231,"['allmydealz.com', 'www.allmydealz.com']",Panda C2,2026-01-28,6/8/2025
47.236.177.123,[],Havoc,2025-06-28,6/8/2025
34.60.120.45,['45.120.60.34.bc.googleusercontent.com'],Havoc,2025-06-17,6/8/2025
121.36.93.103,['ecs-121-36-93-103.compute.hwclouds-dns.com'],Cobalt Strike,2025-09-02,6/8/2025
94.156.189.245,[],Havoc,2025-06-25,6/8/2025
202.95.14.164,[],DcRat,2025-07-31,6/8/2025
113.44.133.83,['ecs-113-44-133-83.compute.hwclouds-dns.com'],Cobalt Strike,2025-06-17,6/8/2025
3.127.190.89,['ec2-3-127-190-89.eu-central-1.compute.amazonaws.com'],Metasploit,2025-07-15,6/8/2025
203.95.193.100,[],Metasploit,2025-06-17,6/8/2025
173.212.230.188,['vmi837119.contaboserver.net'],Metasploit,2025-08-07,6/8/2025
15.185.217.215,['ec2-15-185-217-215.me-south-1.compute.amazonaws.com'],Metasploit,2025-06-16,6/8/2025
52.62.165.196,['ec2-52-62-165-196.ap-southeast-2.compute.amazonaws.com'],Metasploit,2025-06-16,6/8/2025
198.16.190.14,['198-16-190-14.qc.ftth.ebox.net'],Hak5 Cloud C2,2025-06-16,6/8/2025
13.211.131.44,['ec2-13-211-131-44.ap-southeast-2.compute.amazonaws.com'],Panda C2,2025-08-21,6/8/2025
15.236.3.153,['ec2-15-236-3-153.eu-west-3.compute.amazonaws.com'],Hak5 Cloud C2,2025-11-19,6/8/2025
35.166.57.84,['ec2-35-166-57-84.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
18.220.193.242,['ec2-18-220-193-242.us-east-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
44.216.99.64,['ec2-44-216-99-64.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-08-15,6/8/2025
99.79.172.196,['ec2-99-79-172-196.ca-central-1.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
52.44.29.15,['ec2-52-44-29-15.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-21,6/8/2025
123.208.236.27,['cpe-123-208-236-27.dyn.belong.com.au'],Hak5 Cloud C2,2025-08-07,6/8/2025
44.236.90.180,['ec2-44-236-90-180.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-09-19,6/8/2025
54.167.65.206,['ec2-54-167-65-206.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
54.185.235.168,['ec2-54-185-235-168.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
44.207.242.127,['ec2-44-207-242-127.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
3.66.145.34,['ec2-3-66-145-34.eu-central-1.compute.amazonaws.com'],Hak5 Cloud C2,2025-12-16,6/8/2025
54.184.159.2,['ec2-54-184-159-2.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-08-18,6/8/2025
3.77.91.252,['ec2-3-77-91-252.eu-central-1.compute.amazonaws.com'],Hak5 Cloud C2,2025-12-04,6/8/2025
52.54.42.29,['ec2-52-54-42-29.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
54.90.58.181,['ec2-54-90-58-181.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-11-23,6/8/2025
52.2.192.226,['ec2-52-2-192-226.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-12-25,6/8/2025
15.236.69.55,['ec2-15-236-69-55.eu-west-3.compute.amazonaws.com'],Hak5 Cloud C2,6/2/2025,6/2/2025
54.146.236.153,['ec2-54-146-236-153.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-06,6/8/2025
18.216.133.250,['ec2-18-216-133-250.us-east-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
3.120.73.34,['ec2-3-120-73-34.eu-central-1.compute.amazonaws.com'],Hak5 Cloud C2,2025-11-25,6/8/2025
54.71.126.189,['ec2-54-71-126-189.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
3.224.110.21,['ec2-3-224-110-21.compute-1.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
54.190.92.4,['ec2-54-190-92-4.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
18.134.45.34,['ec2-18-134-45-34.eu-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-06-28,6/8/2025
3.15.211.77,['ec2-3-15-211-77.us-east-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
3.143.175.125,['ec2-3-143-175-125.us-east-2.compute.amazonaws.com'],Hak5 Cloud C2,2026-01-28,6/8/2025
18.221.131.129,['ec2-18-221-131-129.us-east-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-11-27,6/8/2025
192.46.223.145,['192-46-223-145.ip.linodeusercontent.com'],Mythic,2025-06-16,6/8/2025
51.16.43.197,['ec2-51-16-43-197.il-central-1.compute.amazonaws.com'],Metasploit,2025-06-16,6/8/2025
154.197.69.21,[],njRAT Trojan,2025-09-12,6/8/2025
3.28.131.47,['ec2-3-28-131-47.me-central-1.compute.amazonaws.com'],Metasploit,2025-06-16,6/8/2025
99.226.234.226,['pool-99-226-234-226.cpe.net.cable.rogers.com'],NanoCore RAT Trojan,2025-06-16,6/8/2025
211.159.227.142,[],Panda C2,2026-01-28,6/8/2025
15.168.12.173,['ec2-15-168-12-173.ap-northeast-3.compute.amazonaws.com'],Metasploit,2025-06-16,6/8/2025
8.148.20.113,[],Cobalt Strike,2025-08-07,6/8/2025
46.31.77.178,['rdns.hostingdunyam.net'],DarkComet Trojan,2025-06-13,6/8/2025
45.77.95.174,['45.77.95.174.vultrusercontent.com'],Panda C2,2026-01-28,6/8/2025
118.178.192.36,[],Cobalt Strike C2,2025-07-15,6/8/2025
154.8.233.224,['mincrosoft.com.cn'],Cobalt Strike,2025-07-17,6/8/2025
8.210.78.137,[],Cobalt Strike,2025-12-05,6/8/2025
80.78.30.127,['504e1e7f.host.njalla.net'],Sliver,2025-06-16,6/8/2025
94.26.249.2,[],Sliver,2025-06-16,6/8/2025
156.245.19.127,[],Sliver,2025-06-16,6/8/2025
192.210.243.122,['192-210-243-122-host.colocrossing.com'],Sliver,2025-08-26,6/8/2025
15.235.197.180,['vps-28ca53a3.vps.ovh.ca'],Sliver,2025-06-16,6/8/2025
203.18.30.213,['bl-bne-prod-01.mksystems.net.au'],Sliver,2025-06-16,6/8/2025
54.252.215.88,['ec2-54-252-215-88.ap-southeast-2.compute.amazonaws.com'],Sliver,2025-06-29,6/8/2025
172.235.37.27,['172-235-37-27.ip.linodeusercontent.com'],Sliver,2025-06-16,6/8/2025
78.141.215.160,['78.141.215.160.vultrusercontent.com'],Sliver,2025-06-16,6/8/2025
46.101.169.156,[],Sliver,2025-06-16,6/8/2025
156.245.13.36,[],Sliver,2025-06-16,6/8/2025
178.128.84.59,[],Sliver,2025-06-16,6/8/2025
18.162.82.100,['ec2-18-162-82-100.ap-east-1.compute.amazonaws.com'],Sliver,2025-09-12,6/8/2025
156.244.46.77,[],Sliver,2025-06-16,6/8/2025
172.232.121.75,['172-232-121-75.ip.linodeusercontent.com'],Sliver,2025-06-16,6/8/2025
36.41.71.241,[],Cobalt Strike,2025-08-23,6/8/2025
154.44.10.82,[],Cobalt Strike,2025-06-16,6/8/2025
3.147.63.144,['ec2-3-147-63-144.us-east-2.compute.amazonaws.com'],Metasploit,2025-06-16,6/8/2025
217.24.174.238,['217-24-174-238.dp.vega-ua.net'],NanoCore RAT Trojan,2025-06-16,6/8/2025
95.104.60.98,['host-95-104-60-98.customer.magticom.ge'],DarkComet Trojan,2025-06-21,6/8/2025
41.143.200.243,[],Quasar RAT,2025-06-16,6/8/2025
81.71.248.53,[],Cobalt Strike,2025-07-01,6/8/2025
115.120.250.85,['ecs-115-120-250-85.compute.hwclouds-dns.com'],Cobalt Strike,2025-07-02,6/8/2025
172.245.126.247,['172-245-126-247-host.colocrossing.com'],Mythic,2025-06-16,6/8/2025
188.130.154.246,[],Mythic,2025-06-16,6/8/2025
82.65.19.134,['82-65-19-134.subs.proxad.net'],AsyncRAT,2025-12-25,6/8/2025
91.231.186.41,[],Sliver,2025-06-15,6/8/2025
158.247.218.220,['158.247.218.220.vultrusercontent.com'],Sliver,2025-06-15,6/8/2025
52.66.196.86,['ec2-52-66-196-86.ap-south-1.compute.amazonaws.com'],Metasploit,2025-06-15,6/8/2025
172.86.106.62,['62.106.86.172.static.cloudzy.com'],Sliver,2025-06-15,6/8/2025
93.113.25.219,[],Sliver,2025-06-15,6/8/2025
89.111.173.134,['89-111-173-134.cloudvps.regruhosting.ru'],Sliver,2025-06-15,6/8/2025
64.227.174.56,[],Sliver,2025-06-15,6/8/2025
192.210.201.119,['192-210-201-119-host.colocrossing.com'],Sliver,2025-06-15,6/8/2025
152.110.29.174,['152-110-29-174.ftth.web.africa'],Sliver,2025-07-14,6/8/2025
156.245.13.101,[],Sliver,2025-06-15,6/8/2025
137.220.232.49,[],Panda C2,6/2/2025,6/2/2025
39.102.215.61,[],Panda C2,2025-07-24,6/8/2025
1.94.238.169,['ecs-1-94-238-169.compute.hwclouds-dns.com'],Cobalt Strike,2025-06-15,6/8/2025
3.12.74.34,['ec2-3-12-74-34.us-east-2.compute.amazonaws.com'],Metasploit,2025-06-15,6/8/2025
18.132.35.207,['ec2-18-132-35-207.eu-west-2.compute.amazonaws.com'],NetBus Trojan,2025-06-15,6/8/2025
8.219.163.113,[],Cobalt Strike,2025-09-19,6/8/2025
101.126.149.119,[],Havoc,2025-12-17,6/8/2025
47.106.229.212,[],Cobalt Strike,2025-10-23,6/8/2025
54.238.101.219,['ec2-54-238-101-219.ap-northeast-1.compute.amazonaws.com'],Metasploit,2025-06-15,6/8/2025
103.140.154.238,[],Cobalt Strike,2025-06-12,6/8/2025
43.143.229.126,"['www.fuiedth.top', 'fuiedth.top']",Cobalt Strike,2025-11-28,6/8/2025
107.189.28.204,[],Mythic,2025-11-17,6/8/2025
202.95.14.159,[],DcRat,2025-08-03,6/8/2025
98.82.11.100,['ec2-98-82-11-100.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-07-02,6/8/2025
45.154.14.198,[],Metasploit,2025-12-22,6/8/2025
162.214.66.186,['dedi-4514606.carvvo.com.br'],Metasploit,2025-08-15,6/8/2025
44.222.52.24,['ec2-44-222-52-24.compute-1.amazonaws.com'],Hak5 Cloud C2,2025-07-26,6/8/2025
44.226.160.77,['ec2-44-226-160-77.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-12-24,6/8/2025
124.71.200.1,['ecs-124-71-200-1.compute.hwclouds-dns.com'],Cobalt Strike,2025-06-15,6/8/2025
118.122.8.221,[],NetBus Trojan,2025-12-02,5/27/2025
